plantId,commonName,botanicalName,category,poolScore,poolLevel,slopeScore,slopeLevel,flowerBedScore,hedgeScore,grassScore,messiness,evergreenPresence,beeDraw,petKidCaution,colorType,welGardens,allStar,notes
387,Gazania,,PERENNIALS,34,poor,100,excellent,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
388,Geranium,Pelargonium hortorum 'Vancouver Centennial',PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,
389,Gerbera Daisy,Gerbera jamesonii,PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,
390,Germander 'Summer Sunshine',Teucrium chamaedrys 'Summer Sunshine',PERENNIALS,62,usable,100,excellent,62,20,20,low,seasonal/deciduous,medium,normal,foliage color,Popular Plant garden; Wildlife Habitat garden; Streetscape garden,,Matched local Sacramento County UC Master Gardener WEL source.
391,Gloriosa Daisy,,PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
392,Golden Moneywort,Lysimachia nummularia 'Aurea',PERENNIALS,62,usable,100,excellent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
393,Grafted Moon Cactus,Gymnocalycium mihanovichii,PERENNIALS,19,poor,0,poor,20,20,20,high,evergreen/everpresent,medium,caution,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.
394,Graptosedum,Graptosedum 'Vera Higgins',PERENNIALS,25,poor,0,poor,20,20,20,high,evergreen/everpresent,medium,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.
395,Green Carpet,Herniaria glabra,PERENNIALS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,
396,Green Moneywort,Lysimachia nummularia,PERENNIALS,62,usable,100,excellent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
397,Green Santolina,Santolina virens,PERENNIALS,62,usable,100,excellent,62,84,20,low,evergreen/everpresent,medium,normal,flower color,,,
398,Ground Ivy,Glechoma hederacea,PERENNIALS,30,poor,35,accent,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
399,Northern Lights Tufted Hair Grass,Deschampsia 'Northern Lights',PERENNIALS,62,usable,84,excellent,62,20,90,low,evergreen/everpresent,medium,normal,foliage color,,,
400,Hanging Basket 12,Hanging Basket Assorted,PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
401,Havana&#8482; Lantana,,PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
402,Haworthia,,PERENNIALS,62,usable,12,poor,20,20,20,medium,evergreen/everpresent,medium-high,normal,flower color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
403,Heliotrope,,PERENNIALS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,
404,Hens & Chicks,Sempervivum Assorted,PERENNIALS,40,accent,24,poor,20,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
405,Coral Bells,,PERENNIALS,34,poor,20,poor,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
406,Ivy Geranium,Pelargonium peltatum,PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,
407,Ivy 'Hahn's',Hedera helix,PERENNIALS,30,poor,25,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,
408,Japanese Blood Grass,Imperata cylindrica 'Red Baron',PERENNIALS,100,excellent,64,usable,20,20,90,low,seasonal/deciduous,low,normal,foliage color,,,
409,Japanese Forest Grass 'All Gold',Hakonechloa macra 'All Gold',PERENNIALS,100,excellent,40,accent,20,20,90,low,seasonal/deciduous,low,normal,foliage color,,,
410,Japanese Forest Grass 'Aureola',Hakonechloa macra 'Aureola',PERENNIALS,100,excellent,40,accent,20,20,90,low,seasonal/deciduous,low,normal,foliage color,,,
411,Javelin Forte&#8482; Deep Purple Spanish Lavender,Lavandula stoechas 'Javelin Forte Deep Purple',PERENNIALS,0,poor,78,good,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.
412,Kalanchoe 'Chocolate Soldier',Kalanchoe 'Chocolate Soldier',PERENNIALS,62,usable,56,usable,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.
413,Kalanchoe millotii,Kalanchoe millotii,PERENNIALS,62,usable,24,poor,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.
414,Kangaroo Paw,Anigozanthos Assorted,PERENNIALS,25,poor,0,poor,62,20,20,high,evergreen/everpresent,medium,normal,foliage color,,,
415,Kangaroo Paw 'Pot-A-Roo',,PERENNIALS,25,poor,0,poor,62,20,20,high,evergreen/everpresent,medium,normal,foliage color,,,
416,Silver Carpet Lamb's Ear,Stachys byzantina 'Silver Carpet',PERENNIALS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,Popular Plant garden; Wildlife Habitat garden,,Matched local Sacramento County UC Master Gardener WEL source.
417,Lamb's Ear,Stachys byzantina,PERENNIALS,100,excellent,98,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,Popular Plant garden; Wildlife Habitat garden,,Matched local Sacramento County UC Master Gardener WEL source.
418,Lamb's Ear 'Helene Von Stein',Stachys byzantina 'Helen Von Stein',PERENNIALS,100,excellent,98,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,Popular Plant garden; Wildlife Habitat garden,,Matched local Sacramento County UC Master Gardener WEL source.
419,Lampranthus 'Deltoides',,PERENNIALS,30,poor,88,excellent,62,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
420,Landmark&#8482; Lantana,,PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
421,Lantana,,PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
422,Lucky&#8482; Lantana,,PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
423,New Gold Lantana,Lantana x 'New Gold',PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
424,Lantana 'Trailing Purple',Lantana montevidensis 'Trailing Purple',PERENNIALS,62,usable,100,excellent,62,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,Welcome garden; Popular Plant garden,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.
425,Lantana 'Trailing White',Lantana montevidensis 'Trailing White',PERENNIALS,46,accent,100,excellent,62,20,20,medium,evergreen/everpresent,medium-high,normal,flower color,Welcome garden; Popular Plant garden,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.
426,Lascar&#8482; Verbena,Lascar&#8482; Verbena Series,PERENNIALS,14,poor,100,excellent,62,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,Popular Plant garden,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.
427,Lavender 'Anouk Deep Rose',Lavandula stoechas 'Anouk Rose',PERENNIALS,0,poor,78,good,20,84,20,high,seasonal/deciduous,medium-high,caution,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.
428,Lavender 'Anouk Double',Lavandula stoechas 'Anouk Double',PERENNIALS,0,poor,78,good,62,84,20,high,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.
429,Lavender 'Blue Spear',Lavandula angustifolia 'Blue Spear',PERENNIALS,25,poor,0,poor,62,20,20,high,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
430,Lavender Cotton,Santolina chamaecyparissus,PERENNIALS,30,poor,100,excellent,62,84,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
431,Lavender,Lavandula stoechas 'Otto Quast',PERENNIALS,0,poor,78,good,62,84,20,high,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.
432,Lavender 'Super Blue',Lavandula angustifolia 'Super Blue',PERENNIALS,62,usable,44,accent,62,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
433,Lavender 'Thumbelina Leigh',Lavandula angustifolia 'Thumbelina Leigh',PERENNIALS,62,usable,76,good,62,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
434,Lavender 'Goodwin Creek',Lavandula x 'Goodwin Creek',PERENNIALS,62,usable,44,accent,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
435,Lavender 'Grosso',Lavandula x intermedia 'Grosso',PERENNIALS,62,usable,44,accent,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
436,Lavender 'Hidcote',Lavandula angustifolia 'Hidcote',PERENNIALS,62,usable,44,accent,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
437,Lavender 'Munstead',Lavandula angustifolia 'Munstead',PERENNIALS,62,usable,44,accent,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
438,Lavender 'Provence',Lavandula x intermedia 'Provence',PERENNIALS,62,usable,56,usable,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
439,Spanish Lavender,Lavandula stoechas,PERENNIALS,0,poor,78,good,62,84,20,high,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.
440,Lemon Coral® Sedum,Sedum mexicanum,PERENNIALS,23,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.
441,Lenten Rose,Helleborus orientalis,PERENNIALS,2,poor,20,poor,20,20,20,medium,evergreen/everpresent,medium-high,caution,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
442,Licorice Plant,Helichrysum petiolare,PERENNIALS,72,good,100,excellent,20,20,20,low,seasonal/deciduous,low,normal,foliage color,,,
443,Lion's Tail,Leonotis leonurus,PERENNIALS,25,poor,0,poor,20,20,20,high,evergreen/everpresent,medium,normal,foliage color,Wildlife Habitat garden,,Matched local Sacramento County UC Master Gardener WEL source.
444,Lomandra 'Lime Tuff',Lomandra longifolia 'Lime Tuff',PERENNIALS,25,poor,0,poor,20,20,25,high,seasonal/deciduous,low,normal,foliage color,,,
445,Lupine,Lupine Assorted,PERENNIALS,42,accent,44,accent,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
446,Lysimachia Waikiki Sunset&#8482;,Lysimachia congestiflora,PERENNIALS,34,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
447,Marguerite Daisy,Argyranthemum frutescens,PERENNIALS,34,poor,20,poor,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
448,Martha Washington Geranium,Pelargonium x domesticum,PERENNIALS,34,poor,20,poor,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
449,Matilija Poppy / Fried Egg Poppy,Romneya coulteri,PERENNIALS,12,poor,54,usable,20,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
450,Mazus,Mazus reptans,PERENNIALS,62,usable,100,excellent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
451,Mexican Evening Primrose,Oenothera speciosa 'Siskiyou',PERENNIALS,0,poor,100,excellent,62,20,20,medium,seasonal/deciduous,medium-high,normal,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
452,Mexican Petunia,Ruellia brittoniana,PERENNIALS,42,accent,100,excellent,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
453,Mezoo&#8482; Trailing Red Livingstone Daisy,Aptenia cordifolia 'Mezoo Trailing Red',PERENNIALS,14,poor,100,excellent,62,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
454,Mondo Grass,Ophiopogon japonicus 'Nana',PERENNIALS,62,usable,100,excellent,62,20,90,low,evergreen/everpresent,medium,normal,foliage color,,,
455,Moneywort,Lysimachia nummularia 'Goldilocks',PERENNIALS,34,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
456,Monkey Flower,Mimulus Assorted,PERENNIALS,0,poor,0,poor,62,20,20,high,semi-evergreen/uncertain,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
457,Ivy 'Needlepoint',Hedera helix 'Needlepoint',PERENNIALS,30,poor,25,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,
458,African Daisy,Osteospermum fruticosum,PERENNIALS,62,usable,88,excellent,62,20,20,medium,evergreen/everpresent,medium,normal,foliage color,Popular Plant garden,,Matched local Sacramento County UC Master Gardener WEL source.
459,Charmed® Wine Shamrock,Oxalis triangularis 'Charmed Wine',PERENNIALS,34,poor,64,usable,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
460,Pachysedum 'Ganzhou',,PERENNIALS,25,poor,0,poor,20,20,20,high,evergreen/everpresent,medium,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.
461,Pachyveria 'Blue Pearl',Pachyveria 'Blue Pearl',PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
462,Panda Plant,Kalanchoe tomentosa 'Panda Plant',PERENNIALS,62,usable,24,poor,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.
463,Pericallis 'Senetti',,PERENNIALS,34,poor,20,poor,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
464,Periwinkle,Vinca minor,PERENNIALS,30,poor,35,accent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
465,Periwinkle 'Bowles Mauve',Vinca minor 'Bowles Mauve',PERENNIALS,30,poor,35,accent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
466,Periwinkle 'Sterling Silver',Vinca minor 'Sterling Silver',PERENNIALS,30,poor,35,accent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
467,Peruvian Lily,Alstroemeria Assorted,PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,
468,Pincushion Flower,Scabiosa Assorted,PERENNIALS,34,poor,20,poor,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
469,Pineapple Sage 'Golden Delicious',Salvia elegans 'Golden Delicious',PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
470,Pink Crystal Grass,Melinus nerviglumis 'Pink Crystal',PERENNIALS,62,usable,40,accent,62,20,90,low,seasonal/deciduous,medium,normal,foliage color,,,
471,Pink Muhly Grass,Muhlenbergia capillaris,PERENNIALS,25,poor,0,poor,20,20,25,high,seasonal/deciduous,medium,normal,foliage color,Wildlife Habitat garden; Streetscape garden,,Matched local Sacramento County UC Master Gardener WEL source.
472,Plumetastic&#174 Pink Muhly Grass | Monrovia,Muhlenbergia capillaris 'Plumetastic',PERENNIALS,25,poor,0,poor,62,20,25,high,seasonal/deciduous,medium,normal,foliage color,Wildlife Habitat garden; Streetscape garden,,Matched local Sacramento County UC Master Gardener WEL source.
473,Platt's Black Brass Buttons,Leptinella squalida 'Platt's Black',PERENNIALS,62,usable,100,excellent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,
474,Poppy-Flowered Anemone,Anemone coronaria,PERENNIALS,34,poor,20,poor,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,
475,PowWow® White Coneflower,Echinacea purpurea 'PowWow White',PERENNIALS,0,poor,20,poor,62,20,20,medium,seasonal/deciduous,medium-high,normal,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
476,PowWow® Wild Berry Coneflower,Echinacea purpurea 'PowWow Wild Berry',PERENNIALS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
477,Purple Heart,Tradescantia pallida,PERENNIALS,62,usable,20,poor,62,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,
478,Rain Lily,,PERENNIALS,10,poor,20,poor,62,20,20,medium,seasonal/deciduous,medium,normal,flower color,,,
479,Red Echeveria,Echeveria harmsii,PERENNIALS,23,poor,0,poor,20,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.
480,Red Fountain Grass,Pennisetum setaceum 'Rubrum',PERENNIALS,62,usable,64,usable,62,20,90,low,seasonal/deciduous,medium,normal,foliage color,,,
481,Red Hot Poker 'Flamenco',Kniphofia uvaria,PERENNIALS,0,poor,0,poor,76,20,20,high,seasonal/deciduous,medium,normal,foliage color,Perennial garden,,Matched local Sacramento County UC Master Gardener WEL source.
482,Red Hot Poker 'Popsicle',Kniphofia uvaria,PERENNIALS,0,poor,0,poor,76,20,20,high,seasonal/deciduous,medium,normal,foliage color,Perennial garden,,Matched local Sacramento County UC Master Gardener WEL source.
483,Rieger Begonia,,PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium,normal,foliage color,,,
484,Rock Purslane,Calandrinia spectabilis,PERENNIALS,62,usable,76,good,62,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,
485,Rush 'Elk Blue',Juncus patens 'Elk Blue',PERENNIALS,62,usable,40,accent,62,20,90,low,evergreen/everpresent,medium,normal,foliage color,,,
486,Russian Sage,Perovskia atriplicifolia,PERENNIALS,0,poor,44,accent,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,Popular Plant garden,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.
487,Russian Sage 'Blue Spire',Perovskia atriplicifolia 'Blue Spire',PERENNIALS,0,poor,44,accent,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,Popular Plant garden,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.
488,Russian Sage 'Little Spire',Perovskia atriplicifolia 'Little Spire',PERENNIALS,0,poor,44,accent,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,Popular Plant garden,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.
489,Sage,Salvia microphylla 'Hot Lips',PERENNIALS,0,poor,44,accent,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
490,Sage 'Mirage',Salvia greggii 'Mirage',PERENNIALS,14,poor,56,usable,62,84,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,salvia greggii,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched UC Davis Arboretum All-Star source term.
491,Sage 'Mystic Spires Blue',Salvia 'Mystic Spires Blue',PERENNIALS,6,poor,20,poor,62,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
492,Sage,,PERENNIALS,0,poor,20,poor,34,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,Perennial garden,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.
493,Salvia 'Black and Blue',Salvia guaranitica 'Black & Blue',PERENNIALS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
494,Salvia,,PERENNIALS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
495,Salvia 'Marvel',,PERENNIALS,0,poor,52,usable,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
496,Salvia 'Patio Sky Blue',Salvia patens 'Patio Sky Blue',PERENNIALS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
497,Santa Barbara Daisy,Erigeron karvinskianus,PERENNIALS,18,poor,88,excellent,76,20,20,medium,seasonal/deciduous,medium,normal,flower color,Perennial garden,,Matched local Sacramento County UC Master Gardener WEL source.
498,Saxifrage,Saxifraga Assorted,PERENNIALS,10,poor,100,excellent,62,20,20,medium,seasonal/deciduous,medium,normal,flower color,,,
499,Sea Lavender,Limonium perezii,PERENNIALS,0,poor,20,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
500,Sea Thrift 'Alliacea',Armeria alliacea,PERENNIALS,62,usable,52,usable,62,20,20,medium,evergreen/everpresent,medium,normal,flower color,,,
501,Sea Thrift Pink,Armeria maritima,PERENNIALS,10,poor,52,usable,62,20,20,medium,seasonal/deciduous,medium,normal,flower color,,,
502,Sedge 'Evergold',Carex oshimensis 'Evergold',PERENNIALS,62,usable,76,good,62,20,90,low,seasonal/deciduous,medium,normal,foliage color,,,
503,Sedge 'Everillo',Carex oshimensis 'Everillo',PERENNIALS,62,usable,76,good,62,20,90,low,seasonal/deciduous,medium,normal,flower color,,,
504,Sedge 'Feather Falls',Carex oshimensis 'Feather Falls',PERENNIALS,62,usable,52,usable,62,20,90,low,seasonal/deciduous,medium,normal,flower color,,,
505,Atlantis® Sedum,Sedum takesimense 'Atlantis' PP#27454,PERENNIALS,62,usable,56,usable,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.
506,Sedum 'Autumn Fire',Sedum spectabile 'Autumn Fire',PERENNIALS,62,usable,24,poor,20,20,20,low,seasonal/deciduous,medium,normal,flower color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.
507,Sempervivum 'Appletini',,PERENNIALS,25,poor,0,poor,20,20,20,high,evergreen/everpresent,medium-high,normal,flower color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
508,Sempervivum 'Chocolate Kiss',Sempervivum 'Chocolate Kiss',PERENNIALS,62,usable,56,usable,20,20,20,medium,evergreen/everpresent,medium-high,normal,flower color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
509,Cobweb Hens & Chicks,Sempervivum arachnoideum,PERENNIALS,62,usable,56,usable,20,20,20,medium,evergreen/everpresent,medium-high,normal,flower color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
510,Sempervivum 'Silver King',Sempervivum 'Silver King',PERENNIALS,62,usable,56,usable,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
511,Sempervivum 'Strawberry Kiwi',Sempervivum 'Strawberry Kiwi',PERENNIALS,11,poor,0,poor,20,20,20,high,evergreen/everpresent,medium-high,normal,flower color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
512,Sempervivum 'Sunset',,PERENNIALS,62,usable,56,usable,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
513,Senecio,Senecio serpens,PERENNIALS,62,usable,56,usable,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.
514,Senecio 'Spear Head',Senecio kleiniiformis 'Spear Head',PERENNIALS,25,poor,0,poor,20,20,20,high,evergreen/everpresent,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.
515,Shasta Daisy,Leucanthemum x superbum,PERENNIALS,10,poor,20,poor,62,20,20,medium,seasonal/deciduous,medium,normal,flower color,,,
516,Skyscraper&#8482; Salvia,Skyscraper&#8482; Salvia Series,PERENNIALS,0,poor,0,poor,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.
517,Skyscraper&#8482; Senecio,Senecio ficoides 'Mount Everest',PERENNIALS,62,usable,24,poor,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.
518,Snake Flower,Bulbine frutescens,PERENNIALS,62,usable,100,excellent,76,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,Perennial garden; Popular Plant garden; Wildlife Habitat garden; Streetscape garden,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.
