Plant_ID,Product_Name,Botanical_Name,Green_Acres_URL,Warnings,Price_Display,Height_ft,Width_ft,Light,Water
151,Pole Bean 'Romano',Phaseolus vulgaris,https://idiggreenacres.com/products/pole-bean-romano?variant=39356784181417,,$3.25-$5.95,5-8,1-2,Full Sun,Moderate
152,Pumpkin,Cucurbita pepo,https://idiggreenacres.com/products/pumpkin-big-max?variant=14054736396340,,$3.25,1-1.5,6-6,Full Sun,Moderate
153,Pumpkin 'Jack-O-Lantern',Cucurbita pepo,https://idiggreenacres.com/products/pumpkin-jack-o-lantern?variant=31209699147799,,$3.25,1.5-2,6-6,Full Sun,Moderate
154,Rosemary Upright,Rosmarinus officinalis,https://idiggreenacres.com/products/rosemary?variant=14334017306676,,$3.95,5-5,5-5,Full Sun,High; Moderate; Moderate to High
155,Rue,Ruta graveolens,https://idiggreenacres.com/products/rue?variant=14358807019572,,$3.75-$3.95,2-3,2-3,Full Sun,High; Moderate; Moderate to High
156,Sage,Salvia officinalis,https://idiggreenacres.com/products/sage?variant=14334139695156,,$3.95,1-3,1-2,Full Sun,High; Moderate; Moderate to High
157,Sage 'Berggarten',Salvia officinalis,https://idiggreenacres.com/products/sage-berggarten?variant=31220657225751,,$3.95,1-3,1-2,Full Sun,High; Moderate; Moderate to High
158,Sage 'Purple',Salvia officinalis,https://idiggreenacres.com/products/sage-purple?variant=31221159624727,,$3.95,1-3,1-2,Full Sun,High; Moderate; Moderate to High
159,Sage 'Tricolor',Salvia officinalis,https://idiggreenacres.com/products/sage-tricolor?variant=31221181874199,,$3.95,1-3,1-2,Full Sun,High; Moderate; Moderate to High
160,Snap Pea 'Sugar Snap',Pisum sativum macrocarpon,https://idiggreenacres.com/products/snap-pea-sugar-snap?variant=29288379482164,,$5.95,1-2,0.67-0.67,Full Sun,High
161,Snow Pea 'Oregon Sugar Pod',Pisum sativum saccharatum,https://idiggreenacres.com/products/snow-pea-oregon-sugar-pod?variant=29288312733748,,$5.95,1-2,0.67-0.67,Full Sun,High
162,Spinach,Spinacia oleracea,https://idiggreenacres.com/products/spinach-bloomsdale?variant=41318290358441,,$3.25-$5.95,0.83-1,0.33-0.33,Full Sun,High; Moderate
163,Squash 'Banana',Cucurbita maxima,https://idiggreenacres.com/products/squash-banana?variant=14054882508852,,$3.25,0.83-1,12-15,Full Sun,Moderate
164,Squash 'Butternut',Cucurbita moschata,https://idiggreenacres.com/products/squash-butternut?variant=14054963413044,,$3.25,0.83-1,4-5,Full Sun,Moderate
165,Squash 'Eight Ball Zucchini',Cucurbita pepo,https://idiggreenacres.com/products/squash-eight-ball-zucchini?variant=14055028097076,,$3.25,2-3,4-5,Full Sun,Moderate
166,Squash 'Gold Rush Zucchini',Cucurbita pepo,https://idiggreenacres.com/products/squash-gold-rush-zucchini?variant=14055068401716,,$3.25,2-3,1.5-1.5,Full Sun,Moderate
167,Squash,Cucurbita pepo,https://idiggreenacres.com/products/squash-green-zucchini?variant=14055082950708,,$3.25,2-3,4-5,Full Sun,Moderate
168,Squash 'Magda',Cucurbita pepo,https://idiggreenacres.com/products/squash-magda?variant=14055105888308,,$3.25,2-3,4-5,Full Sun,Moderate
169,Squash 'Peter Pan',Cucurbita pepo,https://idiggreenacres.com/products/squash-peter-pan?variant=31207755513879,,$3.25,2-3,2-3,Full Sun,Moderate
170,Squash 'Spaghetti',Cucurbita pepo,https://idiggreenacres.com/products/squash-spaghetti?variant=14055184564276,,$3.25,0.83-1,3-4,Full Sun,Moderate
171,Squash 'Sunburst',Cucurbita pepo,https://idiggreenacres.com/products/squash-sunburst?variant=31209648521239,,$3.25,2-3,2-3,Full Sun,Moderate
172,Squash 'Table Ace',Cucurbita pepo,https://idiggreenacres.com/products/squash-table-ace?variant=31209665789975,,$3.25,0.83-1,4-5,Full Sun,Moderate
173,Squash,Cucurbita pepo,https://idiggreenacres.com/products/squash-yellow-crookneck?variant=14055226540084,,$3.25,1.5-2,1-2,Full Sun,Moderate
174,Squash 'Zephyr',Cucurbita pepo,https://idiggreenacres.com/products/squash-zephyr?variant=14055249150004,,$3.25,1.5-2,1-2,Full Sun,Moderate
175,Stevia,,https://idiggreenacres.com/products/stevia?variant=14359005888564,,$3.75-$3.95,2-3,1-2,Full Sun,Moderate to High
176,"Sweet Lavender, Organic",,https://idiggreenacres.com/products/sweet-lavender-organic?variant=43230704402601,,$4.95,3-4,4-6,Full Sun,High; Moderate
177,Tarragon,Artemisia dracunculus,https://idiggreenacres.com/products/tarragon?variant=14334611816500,missing_attributes,$3.95,2-3,3-3,Full Sun,High; Moderate
178,Thyme,Thymus vulgaris,https://idiggreenacres.com/products/thyme?variant=14334219092020,,$3.95,0.67-0.83,0.5-0.67,Full Sun,High; Moderate; Moderate to High
179,Thyme 'French',Thymus vulgaris,https://idiggreenacres.com/products/thyme-french?variant=31221212086295,,$3.95,0.67-0.83,0.5-0.67,Full Sun,High; Moderate; Moderate to High
180,Tomatillo,Physalis philadelphica,https://idiggreenacres.com/products/tomatillo?variant=14087168196660,,$3.25,3-4,3-4,Full Sun,High; Moderate; Moderate to High
181,Tomato 'Ace',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-ace?variant=38605310656681,,$3.25-$17.50,3-4,2-3,Full Sun,Moderate
182,Tomato 'Amish Paste',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-amish-paste?variant=14087446364212,,$3.25,4-5,1-2,Full Sun,Moderate
183,Tomato 'Barry's Crazy Cherry',Wild Boar Farms,https://idiggreenacres.com/products/tomato-barrys-crazy-cherry?variant=43717386174633,,$4.25,5-8,1-2,Full Sun,Moderate
184,Tomato 'Beef Master',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-beef-master?variant=38605320224937,,$3.25-$7.50,5-8,1-2,Full Sun,Moderate
185,Tomato 'Beefsteak',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-beefsteak?variant=39356716810409,,$3.25-$5.95,5-8,1-2,Full Sun,Moderate
186,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-better-boy?variant=14087597260852,,$3.25-$17.50,5-8,1-2,Full Sun,Moderate
187,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-big-beef?variant=14087615217716,,$3.25-$17.50,5-8,1-2,Full Sun,Moderate
188,Tomato 'Black Beauty',Wild Boar Farms,https://idiggreenacres.com/products/tomato-black-beauty?variant=38628242849961,,$4.25,5-8,1-2,Full Sun,Moderate
189,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-black-cherry?variant=14087648116788,,$3.25-$7.50,5-8,1-2,Full Sun,Moderate
190,Tomato 'Black Krim',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-black-krim?variant=14087675805748,,$3.25,5-8,1-2,Full Sun,Moderate
191,Tomato 'Blue Berries',Wild Boar Farms,https://idiggreenacres.com/products/tomato-blue-berries?variant=43717424447657,,$4.25,5-8,1-2,Full Sun,Moderate
192,Tomato 'Brad's Atomic Grape',Wild Boar Farms,https://idiggreenacres.com/products/tomato-brads-atomic-grape?variant=31242690527255,,$4.25,5-8,1-2,Full Sun,Moderate
193,Tomato 'Brandy Boy',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-brandy-boy?variant=14087917961268,,$3.25,5-8,1-2,Full Sun,Moderate
194,Tomato 'Red Brandywine',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-brandywine?variant=14087851474996,,$3.25,5-8,1-2,Full Sun,Moderate
195,Tomato 'Bull's Heart',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-bulls-heart?variant=14087980777524,,$3.25,5-8,1-2,Full Sun,Moderate
196,Tomato 'Caspian Pink',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-caspian-pink?variant=14087988576308,,$3.25,5-8,1-2,Full Sun,Moderate
197,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-celebrity?variant=14088019247156,,$3.25-$17.50,5-8,1-2,Full Sun,Moderate
198,Tomato 'Champion',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-champion?variant=38609636655273,,$3.25-$17.50,5-8,1-2,Full Sun,Moderate
199,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-cherokee-purple?variant=14088330477620,,$3.25,5-8,1-2,Full Sun,Moderate
200,Tomato 'Chocolate Sprinkles',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-chocolate-sprinkles?variant=43003982741673,,$3.25,5-8,1-2,Full Sun,Moderate
201,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-early-girl?variant=14088378286132,,$3.25-$17.50,5-8,1-2,Full Sun,Moderate
202,Tomato 'Fantastico',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-fantastico?variant=14088427634740,,$3.25,5-8,1-2,Full Sun,Moderate
203,Tomato 'Fourth of July',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-fourth-of-july?variant=43004004368553,,$3.25,5-8,1-2,Full Sun,Moderate
204,Tomato 'German Johnson',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-german-johnson?variant=31209751871511,,$3.25,5-8,1-2,Full Sun,Moderate
205,Tomato 'Goliath',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-goliath?variant=14088553889844,,$3.25,5-8,1-2,Full Sun,Moderate
206,Tomato 'Green Zebra',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-green-zebra?variant=14088683585588,,$3.25,5-8,1-2,Full Sun,Moderate
207,Tomato 'Hillbilly',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-hillbilly?variant=14088767995956,,$3.25,5-8,1-2,Full Sun,Moderate
208,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-husky-cherry-red?variant=43183139127465,,$3.25,5-8,1-2,Full Sun,Moderate
209,Tomato 'Isis Candy',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-isis-candy?variant=14088944484404,,$3.25,5-8,1-2,Full Sun,Moderate
210,Tomato 'Jelly Bean',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-jelly-bean?variant=14089013788724,,$3.25,5-8,1-2,Full Sun,Moderate
211,Tomato 'Jetsetter',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-jetsetter?variant=43004025634985,,$3.25,5-8,1-2,Full Sun,Moderate
212,Tomato 'Juliet',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-juliet?variant=14089063956532,,$3.25,5-8,1-2,Full Sun,Moderate
213,Tomato 'Kellogg's Breakfast',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-kelloggs-breakfast?variant=14089082699828,,$3.25,5-8,1-2,Full Sun,Moderate
214,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-lemon-boy?variant=14089141583924,,$3.25-$7.50,5-8,1-2,Full Sun,Moderate
215,Tomato 'Mortgage Lifter',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-mortgage-lifter?variant=14089155608628,,$3.25,5-8,1-2,Full Sun,Moderate
216,Tomato 'Mr. Stripey',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-mr-stripey?variant=14089172746292,,$3.25,5-8,1-2,Full Sun,Moderate
217,Tomato 'Napa Chardonnay',Wild Boar Farms,https://idiggreenacres.com/products/tomato-napa-chardonnay?variant=43717672108201,,$4.25,5-8,1-2,Full Sun,Moderate
218,Tomato 'Napa Ros??',Wild Boar Farms,https://idiggreenacres.com/products/tomato-napa-rose?variant=43717661261993,,$4.25,5-8,1-2,Full Sun,Moderate
219,Tomato 'Patio',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-patio?variant=14089191129140,,$3.25,1-2,1-2,Full Sun,Moderate
220,Tomato 'Pineapple',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-pineapple?variant=14089261547572,,$3.25,5-8,1-2,Full Sun,Moderate
221,Tomato 'Pineapple Pig',Wild Boar Farms,https://idiggreenacres.com/products/tomato-pineapple-pig?variant=31248401104919,,$4.25,5-8,1-2,Full Sun,Moderate
222,Tomato 'Pink Berkeley Tie-Dye',Wild Boar Farms,https://idiggreenacres.com/products/tomato-pink-berkeley-tie-dye?variant=14828376195124,,$4.25,5-8,1-2,Full Sun,Moderate
223,Tomato 'Pork Chop',Wild Boar Farms,https://idiggreenacres.com/products/tomato-pork-chop?variant=14828396118068,,$4.25,5-8,1-2,Full Sun,Moderate
224,Tomato 'Pruden's Purple',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-prudens-purple?variant=14089299623988,,$3.25,5-8,1-2,Full Sun,Moderate
225,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-red-cherry?variant=14089346318388,,$3.25-$17.50,5-8,1-2,Full Sun,Moderate
226,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-red-pear?variant=14089242738740,,$3.25,5-8,1-2,Full Sun,Moderate
227,Tomato 'Roma',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-roma?variant=38609647763625,,$3.25-$17.50,5-8,1-2,Full Sun,Moderate
228,Tomato 'San Marzano',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-san-marzano?variant=43134022615209,,$7.50-$17.50,5-8,1-2,Full Sun,Moderate
229,Tomato 'Shady Lady',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-shady-lady?variant=14100453949492,,$3.25,5-8,1-2,Full Sun,Moderate
230,Tomato 'Stupice',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-stupice?variant=14100506411060,,$3.25,5-8,1-2,Full Sun,Moderate
231,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-sun-gold?variant=14100678934580,,$3.25,5-8,1-2,Full Sun,Moderate
232,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-sunsugar?variant=14100588003380,,$3.25-$7.50,5-8,1-2,Full Sun,Moderate
233,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-super-fantastic?variant=31209855680535,,$3.25,6-9,1-2,Full Sun,Moderate
234,Tomato 'Sweet 100',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-sweet-100?variant=38609702813865,,$3.25-$5.95,5-8,1-2,Full Sun,Moderate
235,Tomato 'Whopper',Solanum lycopersicum,https://idiggreenacres.com/products/tomato-whopper?variant=14100844380212,,$3.25,5-8,1-2,Full Sun,Moderate
236,Tomato,Solanum lycopersicum,https://idiggreenacres.com/products/tomato-yellow-pear?variant=31504991780887,,$3.25-$17.50,5-8,1-2,Full Sun,Moderate
237,Trailing Rosemary Herb,Rosmarinus officinalis 'Prostratus',https://idiggreenacres.com/products/trailing-rosemary-herb?variant=31741477355543,,$3.95,2-2,4-8,Full Sun,Low
238,Onion 'Walla Walla',Allium cepa,https://idiggreenacres.com/products/walla-walla-onion?variant=14120441217076,,$5.95,1-1,0.5-0.5,Full Sun,High; Moderate; Moderate to High
239,Watermelon 'Crimson Sugar Baby',Citrullus lanatus,https://idiggreenacres.com/products/watermelon-crimson-sugar-baby?variant=31209681977367,,$3.25,1-2,6-8,Full Sun,High
240,Watermelon,Citrullus lanatus,https://idiggreenacres.com/products/watermelon-klondike?variant=14045324083252,,$3.25,1-2,6-8,Full Sun,High
241,Watermelon 'Sugar Baby',Citrullus lanatus,https://idiggreenacres.com/products/watermelon-sugar-baby?variant=14045322641460,,$3.25,1-2,6-8,Full Sun,High
242,Winter Savory,Satureja montana,https://idiggreenacres.com/products/winter-savory?variant=31221163589655,missing_attributes,$3.95,0.5-1,0.83-1,Full Sun,High; Moderate
243,Yellow Corn,Zea mays,https://idiggreenacres.com/products/yellow-corn?variant=14045754556468,missing_attributes,$5.95,7-8,0.67-0.83,Full Sun,Moderate
244,Yellow Onion,Allium cepa,https://idiggreenacres.com/products/yellow-onion-sweet-spanish?variant=29287970144308,,$3.25-$5.95,1-1,0.5-0.5,Full Sun,High; Moderate; Moderate to High
245,Flowering Maple,Abutilon hybrid,https://idiggreenacres.com/products/abutilon?variant=9881104580660,,$14.50-$36.50,8-10,8-10,Morning Sun,Moderate
246,Aeonium,,https://idiggreenacres.com/products/aeonimum-kiwi?variant=42120510537897,,$4.25-$6.25,2-3,1-2,Morning Sun,Low; Moderate
247,Aeonium 'Mardi Gras',Aeonium 'Mardi Gras',https://idiggreenacres.com/products/aeonium-mardi-gras?variant=31655767015447,,$6.25,0.25-0.33,0.42-0.5,Morning Sun,Low
248,Aeonium,Aeonium arboreum 'Zwartkop',https://idiggreenacres.com/products/aeonium-zwartkop?variant=43015692812457,,$6.25-$15.00,1-3,1-2,Morning Sun,Low
249,Agastache,,https://idiggreenacres.com/products/agastache?variant=31685943885847,,$9.95-$26.50,2-3,2-3,Full Sun,Moderate
250,Ajuga 'Burgundy Glow',Ajuga reptans 'Burgundy Glow',https://idiggreenacres.com/products/ajuga?variant=13996591317044,missing_width,$6.25,0.33-0.5,,Full Shade; Morning Sun; Morning Sun/Afternoon Shade,Moderate
251,Ajuga,Ajuga reptans 'Catlin's Giant',https://idiggreenacres.com/products/ajuga-catlins-giant?variant=43435900666025,,$6.25-$8.95,0.33-0.5,1-2,Full Shade; Morning Sun,Moderate
252,Aloe 'Bright Star',Aloe 'Bright Star',https://idiggreenacres.com/products/aloe-bright-star?variant=14108304080948,missing_attributes,$6.25,0.33-0.5,0.33-0.5,Bright Light; Morning Sun; Morning Sun/Afternoon Shade or Bright Light,Low; Moderate
253,Aloe 'Green Sand',Aloe 'Green Sand',https://idiggreenacres.com/products/aloe-green-sand?variant=14108349923380,,$6.25,0.5-1,0.5-1,Bright Light; Morning Sun,Low; Moderate
254,Aloe 'Juvenna',,https://idiggreenacres.com/products/aloe-juvenna?variant=14108516515892,,$6.25,1-1,2-3,Bright Light; Morning Sun,Low; Moderate
255,Aloe 'Variegata',,https://idiggreenacres.com/products/aloe-variegata?variant=31655744438295,,$6.25,0.83-0.83,0.83-1,Bright Light; Morning Sun,Low
256,Aloe Vera,Aloe Vera,https://idiggreenacres.com/products/aloe-vera?variant=14834612731956,,$6.25-$10.50,3-3,3-3,Filtered Sun; Morning Sun,Low; Moderate
257,Angel Wings Senecio,Senecio candicans 'Angel Wings',https://idiggreenacres.com/products/angel-wings-senecio?variant=41889894564009,,$15.00,0.83-1.33,0.83-1.33,Full Sun,Low
258,Aptenia 'Red Apple',Aptenia cordifolia 'Red Apple',https://idiggreenacres.com/products/aptenia?variant=9881110183988,,$6.95,0.33-0.5,2-3,Filtered Sun; Full Sun,Low
259,Columbine,Aquilegia Assorted,https://idiggreenacres.com/products/aquilegia?variant=31242441424919,,$6.25-$8.95,1-3,1-2,Morning Sun,Low
260,Arctotis,Arctotis Assorted,https://idiggreenacres.com/products/arctotis?variant=13361577263156,,$8.95,1-2,1-2,Full Sun; Morning Sun,Moderate
261,Artemisia 'Powis Castle',Artemisia x 'Powis Castle',https://idiggreenacres.com/products/artemisia-powis-castle?variant=31465741713431,missing_attributes,$10.50,2-3,3-6,Full Sun,Low
262,Artemisia 'Silver Mound',Artemisia schmidtiana 'Silver Mound',https://idiggreenacres.com/products/artemisia-silver-mound?variant=31465839951895,,$10.50,1-2,1-2,Full Sun,Low
263,Artichoke,Cynara scolymus,https://idiggreenacres.com/products/artichoke-green-globe?variant=40821524627625,,$3.25-$32.50,4-4,6-8,Full Sun,Low; Moderate
264,Asiatic Lily,Lilium asiatic,https://idiggreenacres.com/products/asiatic-lily?variant=14700431999028,,$15.00,2-4,1-2,Full Shade; Morning Sun,Moderate
265,Assorted Succulent Pack,Succulent Assorted,https://idiggreenacres.com/products/assorted-succulent-pack?variant=42445894582441,,$12.95,0.33-0.67,0.83-1,Full Sun; Morning Sun,Low
266,Astilbe,Astilbe japonica,https://idiggreenacres.com/products/astilbe?variant=41885973905577,,$12.50,2-3,2-3,Filtered Sun,High
267,Baby's Tears,Soleirolia soleirolii,https://idiggreenacres.com/products/babystears?variant=9881126404148,,$6.95,0.17-0.33,3-6,Filtered Sun; Full Shade,Moderate
268,Bacopa,Sutera cordata,https://idiggreenacres.com/products/bacopa?variant=38762721640617,,$6.25-$7.95,0.17-0.67,1-4,Filtered Sun; Morning Sun,High
269,Begonia rex,Begonia rex,https://idiggreenacres.com/products/begonia-rex?variant=42236400697513,,$28.50,1-1,1-2,Morning Sun,Moderate
270,Berkeley Sedge,Carex divulsa (C. tumulicola),https://idiggreenacres.com/products/berkeley-sedge?variant=31336511078423,,$12.50-$13.50,1-2,2-2,Full Sun,Low
271,Bidens,Bidens Assorted,https://idiggreenacres.com/products/bidens?variant=31308362448919,,$8.95,1.5-2.5,1.5-2.5,Full Sun,Low
272,Black Mondo Grass,Ophiopogon planiscapus 'Nigrescens',https://idiggreenacres.com/products/blackmondograss?variant=9881147867188,,$15.00,0.67-0.67,1-1,Full Shade; Morning Sun,Moderate
273,Blanket Flower,Gaillardia Assorted,https://idiggreenacres.com/products/blanket-flower?variant=31633204183063,,$8.95-$9.95,1-2,1-2,Full Sun,Low; Moderate
274,Blazing Star,Liatris spicata,https://idiggreenacres.com/products/blazing-star?variant=42348418072745,,$13.50,1-2,1-2,Full Sun; Morning Sun,Moderate
275,Bleeding Heart,Dicentra spp.,https://idiggreenacres.com/products/bleeding-heart?variant=42730603217065,,$18.50,2-3,3-3,Full Shade; Morning Sun,Moderate
276,Bloomify&#8482; Lantana,,https://idiggreenacres.com/products/bloomify-8482-lantana?variant=42445958283433,,$8.95-$26.50,1-1.17,0.83-1,Full Sun,Moderate
277,Blue Fescue,Festuca glauca,https://idiggreenacres.com/products/blue-fescue?variant=13996552192052,,$6.25,0.67-1,0.83-0.83,Full Sun,Low
278,Blue Lithodora,Lithodora diffusa,https://idiggreenacres.com/products/blue-lithodora?variant=13373433610292,,$10.50,0.5-1,3-4,Full Sun; Morning Sun,Moderate
279,Blue My Mind&#174; Dwarf Morning Glory,Evolvulus 'Blue My Mind',https://idiggreenacres.com/products/blue-my-mind-174-dwarf-morning-glory?variant=45406441472169,,$7.50-$7.95,1-2,0.5-1,Full Sun,Moderate
280,Blue Oat Grass,Helictotrichon sempervirens,https://idiggreenacres.com/products/blue-oat-grass?variant=31466720526359,,$10.50,2-3,2-3,Full Sun,Low
281,Blue Spruce Stonecrop,Sedum reflexum 'Blue Spruce',https://idiggreenacres.com/products/blue-spruce-stonecrop?variant=14834174656564,,$6.25-$10.50,0.42-0.42,1.25-1.5,Full Sun; Morning Sun,Moderate
282,Blue Star Creeper,Isotoma fluviatilis 'Blue Star',https://idiggreenacres.com/products/blue-star-creeper?variant=13548511592500,,$6.95-$27.50,0.17-0.17,1-1.5,Morning Sun,Moderate
