Plant_ID,Product_Name,Botanical_Name,Green_Acres_URL,Warnings,Price_Display,Height_ft,Width_ft,Light,Water
754,Camellia j. 'Shiro Chan' | Matsuda's,Camellia japonica 'Shiro Chan',https://idiggreenacres.com/products/camellia-j-shiro-chan-matsudas?variant=31238272122903,,$40.00,6-10,6-10,Filtered Sun; Morning Sun,Moderate
755,Camellia j. 'Kramer's Supreme',Camellia japonica 'Kramer's Supreme',https://idiggreenacres.com/products/camellia-kramers-supreme-monrovia?variant=13750791962676,,$76.50,6-8,6-8,Full Shade; Morning Sun,Moderate
756,Camellia j. 'Kumasaka',Camellia japonica 'Kumasaka',https://idiggreenacres.com/products/camellia-kumasaka?variant=13750824435764,,$40.00-$45.00,6-8,6-8,Full Shade; Morning Sun,Moderate
757,Camellia j. 'Mrs. Charles Cobb' | Matsuda's,Camellia japonica 'Mrs. Charles Cobb',https://idiggreenacres.com/products/camellia-mrs-charles-cobb?variant=14160145612852,,$40.00-$45.00,8-10,6-8,Morning Sun,Moderate
758,Camellia j. 'Nuccio's Bella Rossa' | Monrovia,Camellia japonica 'Nuccios Bella Rossa',https://idiggreenacres.com/products/camellia-nuccios-bella-rossa-monrovia?variant=13983911968820,,$76.50,6-8,6-8,Full Shade; Morning Sun,Moderate
759,Camellia j. 'Nuccio's Pearl' | Monrovia,Camellia japonica 'Nuccio's Pearl',https://idiggreenacres.com/products/camellia-nuccios-pearl-monrovia?variant=13983945064500,,$76.50,6-8,6-8,Full Shade; Morning Sun,Moderate
760,Camellia s. 'Bonanza' | Monrovia,Camellia sasanqua 'Bonanza',https://idiggreenacres.com/products/camellia-s-bonanza-monrovia?variant=41374934630569,,$76.50,4-5,4-5,Filtered Sun; Morning Sun,Moderate
761,Camellia s.,Camellia sasanqua 'Yuletide',https://idiggreenacres.com/products/camellia-s-october-magic-ruby?variant=46244825104553,,$42.50,3-4,3-4,Filtered Sun; Morning Sun,Moderate
762,Camellia s. 'Setsugekka' | Monrovia,Camellia sasanqua 'Setsugekka',https://idiggreenacres.com/products/camellia-s-setsugekka-monrovia?variant=41644198330537,,$76.50,8-10,8-10,Filtered Sun; Morning Sun,Moderate
763,Camellia s. 'Showa-No-Sakae' | Monrovia,Camellia sasanqua 'Showa-No-Sakae',https://idiggreenacres.com/products/camellia-s-showa-no-sakae-monrovia?variant=41644207964329,,$76.50,4-5,6-8,Filtered Sun; Morning Sun,Moderate
764,Camellia s. 'Kanjiro' | Monrovia,Camellia sasanqua 'Kanjiro',https://idiggreenacres.com/products/camellia-sasanqua-kanjiro-m?variant=13777371791412,,$76.50,8-10,8-10,Filtered Sun; Morning Sun,Moderate
765,Pink-A-Boo?? Camellia | Monrovia,Camellia sasanqua 'Pink-A-Boo',https://idiggreenacres.com/products/camellia-sasanqua-pink-a-boo-m?variant=13777409769524,,$65.00-$95.00,8-10,8-10,Morning Sun,Moderate
766,Camellia s. 'Yuletide' | Monrovia,Camellia sasanqua 'Yuletide' [M],https://idiggreenacres.com/products/camellia-sasanqua-yuletide-m?variant=13777402363956,,$76.50,8-10,8-10,Filtered Sun; Morning Sun,Moderate
767,Camellia 'Shishi Gashira' | Matsuda's,Camellia hiemalis 'Shishi Gashira',https://idiggreenacres.com/products/camellia-shishi-gashira-matsudas?variant=14128307208244,,$40.00-$45.00,3-3,6-6,Filtered Sun; Morning Sun,Moderate
768,Camellia 'Shishi Gashira' | Monrovia,Camellia hiemalis 'Shishi Gashira',https://idiggreenacres.com/products/camellia-shishi-gashira-monrovia?variant=13867299012660,,$76.50,3-3,6-6,Filtered Sun; Morning Sun,Moderate
769,Camellia j. 'Swan Lake' | Monrovia,Camellia japonica 'Swan Lake',https://idiggreenacres.com/products/camellia-swan-lake-monrovia?variant=13861610389556,,$76.50,6-8,6-8,Full Shade; Morning Sun,Moderate
770,Camellia j. 'Tom Knudsen',Camellia japonica 'Tom Knudsen',https://idiggreenacres.com/products/camellia-tom-knudsen-matsudas-1?variant=14020171497524,,$40.00,6-8,6-8,Filtered Sun; Morning Sun,Moderate
771,Camellia s. 'White Doves',Camellia sasanqua 'White Doves',https://idiggreenacres.com/products/camellia-white-doves-monrovia?variant=41649273438377,,$45.00-$76.50,4-5,4-5,Filtered Sun; Morning Sun,Moderate
772,Camellia s. 'Kanjiro',Camellia sasanqua 'Kanjiro',https://idiggreenacres.com/products/camelliakanjiro?variant=9881208684596,,$40.00-$45.00,8-10,8-10,Filtered Sun; Morning Sun,Moderate
773,Camellia s. 'Yuletide',Camellia sasanqua 'Yuletide',https://idiggreenacres.com/products/camelliayuletide?variant=9881224216628,,$1.35-$45.00,8-10,8-10,Filtered Sun; Morning Sun,Moderate
774,Canby Red Raspberry | Monrovia,Rubus idaeus 'Canby Red',https://idiggreenacres.com/products/canby-red-raspberry-monrovia?variant=39518073454761,,$22.50,5-6,5-6,Full Sun,Moderate
775,Blue Cape Plumbago,Plumbago auriculata 'Imperial Blue',https://idiggreenacres.com/products/cape-plumbago?variant=40765290250409,,$10.50-$32.50,6-6,8-10,Full Sun; Morning Sun,Moderate
776,Cape Rush,Chondropetalum tectorum,https://idiggreenacres.com/products/cape-rush?variant=31413447000087,,$14.50-$40.00,2-3,4-4,Full Sun; Morning Sun,Low
777,Carolina Cherry Laurel Multi-Trunk,Prunus caroliniana,https://idiggreenacres.com/products/carolina-cherry-laurel-multitrunk?variant=31543723458583,,$1.15,15-25,20-30,Full Sun; Morning Sun,Low
778,Carolina Laurel Bright 'N Tight&#8482; | Monrovia,Prunus caroliniana 'Bright 'n Tight',https://idiggreenacres.com/products/carolina-laurel-bright-n-tight-8482-monrovia?variant=28772499488820,,$60.00,8-10,6-8,Full Sun; Morning Sun,Low
779,Chef's Choice&#174; Rosemary,Rosmarinus officinalis 'Chef's Choice',https://idiggreenacres.com/products/chefs-choice-174-rosemary?variant=42168433049769,,$14.50,1-2,1-2,Full Sun,Low
780,Dwarf Carolina Cherry Laurel Multi-Trunk,Prunus caroliniana 'Compacta',https://idiggreenacres.com/products/cherrylaurelcompact?variant=13227556470836,,$1.10-$47.50,8-10,6-8,Filtered Sun; Full Sun,Low
781,Coast Rosemary 'Blue Gem',Westringia fruticosa 'Blue Gem',https://idiggreenacres.com/products/coast-rosemary-blue-gem?variant=31485469458455,,$12.50-$35.00,3-3,3-3,Full Sun; Morning Sun,Low
782,Coast Rosemary 'Wynyabbie Gem',Westringia 'Wynyabbie Gem',https://idiggreenacres.com/products/coast-rosemary-wynyabbie-gem?variant=31485500522519,,$12.50,5-10,3-6,Full Sun,Low
783,Breath Of Heaven 'Sunset Gold',Coleonema pulchellum 'Sunset Gold',https://idiggreenacres.com/products/coleonemasunsetgold?variant=14700774162484,,$11.50-$32.50,2-3,4-4,Full Sun,Moderate
784,Common Snowball,Viburnum opulus 'Roseum',https://idiggreenacres.com/products/common-snowball?variant=42120490909865,,$13.50-$32.50,8-15,8-15,Full Sun,Moderate
785,Barberry 'Concorde',Berberis thunbergii 'Concorde',https://idiggreenacres.com/products/concorde-barberry?variant=13910378643508,,$10.50-$29.50,1.5-2,1.5-2,Full Sun; Morning Sun,Moderate
786,Coprosma 'Pacific Sunrise',Coprosma 'Pacific Sunrise',https://idiggreenacres.com/products/coprosma-pacific-sunrise?variant=29009442406452,,$29.50,3-3,3-3,Full Sun; Morning Sun,Moderate
787,Coprosma 'Pacific Sunset',Coprosma 'Pacific Sunset',https://idiggreenacres.com/products/coprosma-pacific-sunset?variant=13959466516532,,$29.50,3-3,3-3,Full Sun; Morning Sun,Moderate
788,Coprosma 'Pina Colada',Coprosma 'Pina Colada',https://idiggreenacres.com/products/coprosma-pina-colada?variant=29251490545716,,$13.50,4-5,3-4,Full Sun; Morning Sun,Moderate
789,Cordyline,Cordyline banksii 'Charlie Boy' PP20139,https://idiggreenacres.com/products/cordyline-charlie-boy?variant=42729690628265,,$24.50-$47.50,3-3,3-3,Morning Sun,Moderate
790,Cordyline 'Cherry Sensation',Cordyline australis 'Cherry Sensation',https://idiggreenacres.com/products/cordyline-cherry-sensation?variant=14315173380148,,$42.50,4-6,4-6,Full Sun; Morning Sun,Moderate
791,Cordyline 'Electric Flash',Cordyline banksii 'Electric Flash',https://idiggreenacres.com/products/cordyline-electric-flash?variant=14315254841396,,$22.50-$32.50,3-4,2-3,Full Sun; Morning Sun,Moderate
792,Cordyline 'Electric Pink',Cordyline banksii 'Electric Pink',https://idiggreenacres.com/products/cordyline-electric-pink?variant=14315237736500,,$22.50-$32.50,4-5,4-5,Morning Sun,Moderate
793,Cordyline 'Electric Star',Cordyline banksii 'Electric Star',https://idiggreenacres.com/products/cordyline-electric-star?variant=14315339251764,,$22.50-$32.50,3-4,3-3,Full Sun; Morning Sun,Moderate
794,Cordyline 'Red Star',Cordyline australis 'Red Star',https://idiggreenacres.com/products/cordyline-red-star?variant=45840670130345,,$17.50-$42.50,8-10,5-5,Full Sun; Morning Sun,Moderate
795,Cordyline 'Torbay Dazzler',Cordyline australis 'Torbay Dazzler',https://idiggreenacres.com/products/cordyline-torbay-dazzler?variant=28939924209716,,$16.50-$42.50,20-30,8-10,Full Sun; Morning Sun,Moderate
796,Cotoneaster 'Lowfast',Cotoneaster dammeri 'Lowfast',https://idiggreenacres.com/products/cotoneaster-lowfast?variant=31413476360215,,$10.50,1-1,8-12,Full Sun,Low
797,Creeping Lilyturf,Liriope spicata 'Silver Dragon',https://idiggreenacres.com/products/creeping-lilyturf?variant=31476203454487,,$10.50,0.5-1,1-3,Full Shade; Morning Sun,Moderate
798,Daphne 'Perfume Princess',Daphne 'Perfume Princess',https://idiggreenacres.com/products/daphne-perfume-princess?variant=14026023370804,,$42.50-$85.00,4-4,3-3,Morning Sun,Low
799,Daphne 'Rebecca',Daphne odora 'Rebecca',https://idiggreenacres.com/products/daphne-rebecca?variant=14011178844212,,$42.50,4-5,4-5,Morning Sun,Low
800,Daylily 'Baja',,https://idiggreenacres.com/products/daylily-baja?variant=40566965731497,,$10.50,1-3,1-3,Full Sun; Morning Sun,Moderate
801,Daylily 'Cranberry Baby',Hemerocallis 'Cranberry Baby',https://idiggreenacres.com/products/daylily-cranberry-baby?variant=40567046733993,,$10.50,1-1,1-1,Full Sun; Morning Sun,Moderate
802,Daylily 'Judith',,https://idiggreenacres.com/products/daylily-judith?variant=13876005437492,,$10.50,1-3,1-3,Full Sun; Morning Sun,Moderate
803,Daylily 'Missouri Beauty',Hemerocallis 'Missouri Beauty',https://idiggreenacres.com/products/daylily-missouri-beauty?variant=40566973399209,,$10.50,1-3,1-3,Full Sun; Morning Sun,Moderate
804,Daylily 'Pandora's Box',Hemerocallis 'Pandora's Box',https://idiggreenacres.com/products/daylily-pandoras-box?variant=40567032086697,,$10.50,1-3,1-3,Full Sun; Morning Sun,Moderate
805,Daylily 'Penny's Worth',Hemerocallis 'Penny's Worth',https://idiggreenacres.com/products/daylily-pennys-worth?variant=13875968180276,,$10.50,0.83-1.17,0.83-1.17,Full Sun; Morning Sun,Moderate
806,Daylily 'Scarlet Orbit',Hemerocallis 'Scarlet Orbit',https://idiggreenacres.com/products/daylily-scarlet-orbit?variant=40566979952809,,$10.50,1-3,1-3,Full Sun; Morning Sun,Moderate
807,Daylily 'South Seas',Hemerocallis 'South Sea's',https://idiggreenacres.com/products/daylily-south-seas?variant=13875993346100,,$10.50,1-3,1-3,Full Sun; Morning Sun,Moderate
808,Daylily 'Strutter's Ball',Hemerocallis 'Strutter's Ball',https://idiggreenacres.com/products/daylily-strutters-ball?variant=13875985612852,,$10.50,1-3,1-3,Full Sun; Morning Sun,Moderate
809,Daylily 'Sun's Face',Hemerocallis 'Sun's Face',https://idiggreenacres.com/products/daylily-suns-face?variant=40566944235689,,$10.50,2-2,1-3,Full Sun; Morning Sun,Moderate
810,Daylily 'Stella de Oro',Hemerocallis 'Stella de Oro',https://idiggreenacres.com/products/daylilystelladeoro?variant=9881300762676,,$9.50-$10.50,1-2,1-1,Filtered Sun; Full Sun,Moderate
811,Deer Grass,Muhlenbergia rigens,https://idiggreenacres.com/products/deer-grass?variant=40453308448937,,$10.50-$32.50,4-4,4-4,Full Sun,Low
812,Design-A-Line&#8482; Cordyline Burgundy,"Cordyline pumilio x banksia 'ROMA06' PP24,764",https://idiggreenacres.com/products/design-a-line-8482-cordyline-burgundy?variant=43031392878761,,$32.50-$47.50,3-3,3-3,Full Sun; Morning Sun,Moderate
813,Dinnerplate Hibiscus,Hibiscus moscheutos,https://idiggreenacres.com/products/dinnerplate-hibiscus?variant=28754790973492,,$29.50-$35.00,6-8,3-3,Full Sun; Morning Sun,Moderate
814,Purple Hopseed Bush,Dodonaea viscosa 'Purpurea',https://idiggreenacres.com/products/dodonaeapurpurea?variant=9881318195252,,$32.50-$94.50,10-15,10-15,Full Sun,Low
815,Double Play Big Bang&#174; Spirea,Spiraea japonica 'Double Play Big Bang',https://idiggreenacres.com/products/double-play-big-bang-174-spirea?variant=31485289824279,,$29.50-$32.50,2-3,2-3,Full Sun; Morning Sun,Moderate
816,Double Play Candy Corn&#174; Spirea,Spiraea Double Play 'Candy Corn',https://idiggreenacres.com/products/double-play-174-candy-corn-174-spirea?variant=30328159535156,,$29.50-$32.50,2-3,2-3,Full Sun; Morning Sun,Moderate
817,Double Play Doozie&#174; Spirea,Spiraea j. 'Double Play Doozie',https://idiggreenacres.com/products/double-play-doozie-174-spirea?variant=31485348610071,,$29.50-$32.50,2-3,2-3,Full Sun; Morning Sun,Moderate
818,Double Play Gold&#174; Spirea,Spiraea japonica 'Double Play Gold',https://idiggreenacres.com/products/double-play-gold-174-spirea?variant=31485392945175,,$29.50-$32.50,2-3,2-3,Full Sun; Morning Sun,Moderate
819,Double Take Orange Storm&#8482; Flowering Quince,Chaenomeles 'Double Take' Series,https://idiggreenacres.com/products/double-take-orange-storm-8482-flowering-quince?variant=31207503265815,,$22.50,4-5,3-4,Full Sun; Morning Sun; Full Sun or Morning Sun/Afternoon Shade,Low
820,Double Take Pink Storm&#8482; Flowering Quince,Chaenomeles 'Double Take' Series,https://idiggreenacres.com/products/double-take-pink-storm-8482-flowering-quince?variant=38468049469609,,$22.50,4-5,3-4,Full Sun; Morning Sun; Full Sun or Morning Sun/Afternoon Shade,Low
821,Double Take Scarlet Storm&#8482; Flowering Quince,Chaenomeles 'Double Take' Series,https://idiggreenacres.com/products/double-take-scarlet-storm-8482-flowering-quince?variant=31207512145943,,$22.50,4-5,3-4,Full Sun; Morning Sun; Full Sun or Morning Sun/Afternoon Shade,Low
822,Dwarf Bush Olive,Olea europaea Dwarf,https://idiggreenacres.com/products/dwarf-bush-olive?variant=31476711456791,,$13.50-$32.50,4-6,4-6,Full Sun,Low
823,Dwarf English Boxwood,Buxus sempervirens 'Suffruticosa',https://idiggreenacres.com/products/dwarf-english-boxwood?variant=13068261752884,,$1.05-$48.50,2-3,2-3,Full Sun; Morning Sun,Moderate
824,Dwarf Mugo Pine,Pinus mugo var. pumilio,https://idiggreenacres.com/products/dwarf-mugo-pine?variant=29251143598132,,$12.50-$29.50,4-8,8-15,Full Sun,Low
825,Dwarf Mugo Pine | Monrovia,Pinus mugo var. pumilio [M],https://idiggreenacres.com/products/dwarf-mugo-pine-monrovia?variant=41269687550121,,$42.50,4-8,8-15,Full Sun,Low
826,Dwarf Myrtle,Myrtus communis 'Compacta',https://idiggreenacres.com/products/dwarf-myrtle?variant=31476452098071,,$10.50,2-3,2-3,Full Sun,Low
827,"Pomegranate, Dwarf",Punica granatum 'Nana',https://idiggreenacres.com/products/dwarf-pomegranate?variant=13218278637620,,$10.50-$23.50,2-3,4-5,Full Sun,Low
828,Dwarf Red Fountain Grass,Pennisetum setaceum 'Eaton Canyon',https://idiggreenacres.com/products/dwarf-red-fountain-grass?variant=31543689183255,,$10.50,1-2,1-2,Full Sun,Low
829,Dwarf Tree Fern 'Silver Lady',Blechnum gibbum 'Silver Lady',https://idiggreenacres.com/products/dwarf-tree-fern-silver-lady?variant=31500503253015,,$14.50,4-4,2-3,Full Shade; Morning Sun,High; Moderate
830,Dwarf Variegated Gardenia,Gardenia jasminoides 'Radicans Variegata',https://idiggreenacres.com/products/dwarf-variegated-gardenia?variant=31466485219351,,$11.50-$24.50,0.5-1,2-3,Morning Sun,Moderate
831,El Nino&#8482; Desert Orchid,Chitalpa x 'El Nino',https://idiggreenacres.com/products/el-nino-8482-desert-orchid?variant=43187410600105,,$35.00,5-8,4-6,Full Sun,Moderate
832,Emerald Colonnade&#174; Holly,Ilex crenata 'Sky Pencil',https://idiggreenacres.com/products/emerald-colonnade-174-holly?variant=43031913726121,,$47.50-$75.00,10-12,6-8,Full Sun; Morning Sun,Moderate
833,Encore&#174; Azalea Autumn Moonlight&#174;,,https://idiggreenacres.com/products/encore-174-azalea-autumn-moonlight-174?variant=14010299711540,,$24.50-$34.50,4-5,3-4,Filtered Sun; Morning Sun,Moderate
834,Encore&#174; Azalea Autumn Sunburst&#174;,,https://idiggreenacres.com/products/encore-174-azalea-autumn-sunburst-174?variant=14010178404404,,$20.00-$24.50,3-3,3-4,Filtered Sun; Morning Sun,Moderate
835,Endless Summer&#174; The Original Bigleaf Hydrangea,Hydrangea macrophylla 'Bailmer',https://idiggreenacres.com/products/endless-summer-174-the-original-bigleaf-hydrangea?variant=43027667157161,,$24.50-$40.00,3-6,3-6,Morning Sun,High
836,English Boxwood Cone Topiary,Buxus sempervirens Cone,https://idiggreenacres.com/products/english-boxwood-cone-topiary?variant=32883434553367,,$80.00,5-5,3-3,Full Sun; Morning Sun,Moderate
837,English Boxwood Pom Pom Topiary,Buxus sempervirens Pom Pom,https://idiggreenacres.com/products/english-boxwood-pom-pom-topiary?variant=13931879333940,,$1.35,2-3,2-3,Full Sun; Morning Sun,Moderate
838,English Boxwood Spiral Topiary,Buxus sempervirens Spiral,https://idiggreenacres.com/products/english-boxwood-spiral-topiary?variant=13931802755124,,$1.30,2-3,2-3,Full Sun; Morning Sun,Moderate
839,Escallonia 'Compacta',,https://idiggreenacres.com/products/escallonia-compacta?variant=13900647366708,,$10.50-$29.50,3-3,3-3,Full Sun; Morning Sun,Moderate
840,Escallonia 'Fradesii',,https://idiggreenacres.com/products/escallonia-fradesii?variant=31208523923479,,$10.50-$27.50,5-6,5-6,Full Sun; Morning Sun,Moderate
841,Euonymus 'Emerald Gaiety',Euonymus fortunei 'Emerald Gaiety',https://idiggreenacres.com/products/euonymus-emerald-gaiety?variant=41383921647785,,$10.50,2-4,3-3,Full Sun,Low
842,Euonymus 'Emerald 'n' Gold',Euonymus fortunei 'Emerald 'n' Gold',https://idiggreenacres.com/products/euonymus-emerald-n-gold?variant=31431225409559,,$10.50,4-5,2-3,Full Sun,Low
843,Euonymus 'Gracilis',Euonymus fortunei 'Gracilis',https://idiggreenacres.com/products/euonymus-gracilis?variant=31431247495191,,$10.50,1-1,3-4,Full Sun; Morning Sun,Low
844,Euonymus 'Silver Queen',Euonymus japonicus 'Silver Queen',https://idiggreenacres.com/products/euonymus-silver-queen?variant=31317135032343,,$10.50-$29.50,6-8,2-6,Full Sun,Low
845,Euonymus 'Sunny Delight' | Monrovia,Euonymus japonicus 'Sunny Delight',https://idiggreenacres.com/products/euonymus-sunny-delight?variant=14125025067060,,$21.50-$36.50,2-2,2-2,Full Sun; Morning Sun,Low
846,Euonymus 'Green Spire',Euonymus japonicus 'Green Spire',https://idiggreenacres.com/products/euonymusgreenspire?variant=9881358401588,,$10.50-$32.50,6-8,1-2,Full Sun,Low
847,Fern Pine 'Glacier Blue',Podocarpus elongatus 'Glacier Blue',https://idiggreenacres.com/products/fern-pine-glacier-blue?variant=41762775138473,,$1.50-$50.00,15-25,15-25,Full Sun; Morning Sun,Moderate
848,Icee Blue&#174; Fern Pine | Monrovia,Podocarpus elongatus 'Icee Blue',https://idiggreenacres.com/products/fern-pine-icee-blue?variant=31485191454743,,$2.65-$76.50,15-25,15-25,Full Sun; Morning Sun,Moderate
849,Festival&#8482; Burgundy Cordyline,Cordyline 'Festival Burgundy',https://idiggreenacres.com/products/festival-8482-burgundy-cordyline?variant=41014528704681,,$32.50,2-3,2-3,Full Sun; Morning Sun,Moderate
850,Flax Lily,Dianella revoluta 'Coolvista',https://idiggreenacres.com/products/flax-lily-coolvista?variant=13959087423540,missing_attributes,$19.50-$24.50,1-2,1-1.5,Full Sun; Morning Sun; Full Sun or Morning Sun/Afternoon Shade,Moderate
851,Flowering Quince 'Kurokoji',,https://idiggreenacres.com/products/flowering-quince-kurokoji?variant=31207467352087,,$11.50-$32.50,3-4,3-4,Full Sun; Morning Sun,Low
852,Fountain Grass 'Hameln',Pennisetum alopecuroides 'Hameln',https://idiggreenacres.com/products/fountain-grass-hameln?variant=29407079235636,,$10.50-$26.50,2-3,1-2,Full Sun; Morning Sun,Low
853,White Fountain Grass 'Karley Rose',Pennisetum orientale 'Karley Rose',https://idiggreenacres.com/products/fountain-grass-karley-rose?variant=43310234271913,,$10.50-$32.50,4-4,2-3,Full Sun,Low
854,Fountain Grass 'Little Bunny',Pennisetum alopecuroides 'Little Bunny',https://idiggreenacres.com/products/fountain-grass-little-bunny?variant=31543625416727,,$10.50-$12.50,0.83-1.17,0.83-1,Full Sun,Low
855,Fringe Flower 'Chang Nian Hong',Loropetalum chinense 'Chang Nian Hong',https://idiggreenacres.com/products/fringe-flower-chang-nian-hong?variant=13866030759988,,$24.50-$32.50,6-6,6-6,Full Sun; Morning Sun,Moderate
856,Fringe Flower Jazz Hands&#174 Dwarf Pink,Loropetalum chinense Jazz Hands&#174 Dwarf Pink,https://idiggreenacres.com/products/fringe-flower-jazz-hands-dwarf-pink?variant=13865989013556,,$24.50-$35.00,1-3,3-4,Morning Sun,Moderate
857,Fringe Flower Jazz Hands&#174 Dwarf White,Loropetalum chinense Jazz Hands&#174 Dwarf White,https://idiggreenacres.com/products/fringe-flower-jazz-hands-dwarf-white?variant=13866005790772,,$24.50,1-3,3-4,Morning Sun,Moderate
858,Fringe Flower Jazz Hands Mini&#174,Loropetalum chinense Jazz Hands Mini&#174,https://idiggreenacres.com/products/fringe-flower-jazz-hands-mini?variant=13866009886772,,$24.50,0.83-1,3-3,Full Sun; Morning Sun,Moderate
859,Fringe Flower 'Purple Majesty',Loropetalum chinense 'Purple Majesty',https://idiggreenacres.com/products/fringe-flower-purple-majesty?variant=29044545650740,,$14.50-$32.50,6-8,6-8,Filtered Sun; Full Sun,Moderate
860,Fruity Germander,Teucrium cossonii majoricum,https://idiggreenacres.com/products/fruity-germander?variant=31538708086807,,$10.50,0.67-0.67,1-2,Full Sun,Low
861,Gardenia 'First Love' | Monrovia,Gardenia jasminoides 'First Love',https://idiggreenacres.com/products/gardenia-first-love-monrovia?variant=31522839986199,,$47.50,4-8,4-8,Morning Sun,Moderate
862,Gardenia 'Kleim's Hardy',Gardenia jasminoides 'Kleim's Hardy',https://idiggreenacres.com/products/gardenia-kleims-hardy?variant=42879529648297,,$11.50-$24.50,2-3,2-3,Morning Sun,Moderate
863,Gardenia 'Mystery',Gardenia jasminoides 'Mystery',https://idiggreenacres.com/products/gardenia-mystery?variant=31464270430231,,$11.50-$32.50,5-8,3-4,Morning Sun,Moderate
864,Gardenia 'August Beauty',Gardenia jasminoides 'August Beauty',https://idiggreenacres.com/products/gardeniaaugustbeauty?variant=9881394937908,,$11.50-$32.50,4-6,3-4,Morning Sun,Moderate
865,Gardenia 'Radicans',Gardenia jasminoides 'Radicans',https://idiggreenacres.com/products/gardeniaradicans?variant=9881408897076,,$11.50-$32.50,0.5-1,2-3,Morning Sun,Moderate
866,Gardenia 'Veitchii',Gardenia jasminoides 'Veitchii',https://idiggreenacres.com/products/gardeniavetchii?variant=9881409290292,,$11.50-$34.50,3-4,3-6,Morning Sun,Moderate
867,Giant Bird of Paradise,Strelitzia nicolai,https://idiggreenacres.com/products/giant-bird-of-paradise?variant=28668599631924,,$35.00-$87.50,30-30,30-30,Morning Sun,Moderate
868,Giant Chain Fern,Woodwardia fimbriata,https://idiggreenacres.com/products/giant-chain-fern?variant=31500666241047,,$14.50,5-5,3-3,Full Shade; Morning Sun,Moderate
869,Giant Ligularia,Ligularia tussilaginea 'Gigantea',https://idiggreenacres.com/products/giant-ligularia?variant=31527499169815,,$17.50,3-3,3-3,Full Shade; Morning Sun,High
870,Giant Timber Bamboo,Bambusa oldhamii,https://idiggreenacres.com/products/giant-timber-bamboo?variant=31329852915735,missing_width,$147.50,15-25,,Full Sun; Morning Sun; Full Sun or Morning Sun/Afternoon Shade,Low
871,Globe Colorado Blue Spruce,Picea pungens 'Globosa',https://idiggreenacres.com/products/globe-colorado-blue-spruce?variant=37236760182953,,$42.50,3-5,6-6,Full Sun,Moderate
872,"Goji Berry 4"" Sleeve",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/goji-berry-4-sleeve?variant=13864005664820,,$18.50,8-10,4-6,Morning Sun,Moderate
873,Golden Euonymus,Euonymus japonicus 'Aureo-marginatus',https://idiggreenacres.com/products/golden-euonymus?variant=14567648755764,,$9.50-$32.50,6-8,3-4,Full Sun,Low
874,Goldflame Honeysuckle Stake,Lonicera x heckrottii 'Goldflame',https://idiggreenacres.com/products/goldflame-honeysuckle-stake-monrovia?variant=31531675844631,missing_width,$21.50-$68.50,12-15,,Full Sun; Morning Sun; Full Sun or Morning Sun/Afternoon Shade,Moderate
875,"Gooseberry 4"" Sleeve",Dave Wilson Nursery&#174;,https://idiggreenacres.com/products/gooseberry-currant-4-sleeve?variant=13849449758772,,$18.50,5-5,3-3,Full Sun; Morning Sun,Moderate
876,Green Tower&#174; Boxwood | Monrovia,Buxus sempervirens 'Green Tower',https://idiggreenacres.com/products/green-tower-174-boxwood?variant=31171847061527,,$67.50,9-9,4-6,Filtered Sun; Full Sun; Morning Sun,Moderate
877,Grevillea 'Coastal Gem',Grevillea lanigera 'Coastal Gem',https://idiggreenacres.com/products/grevillea-coastal-gem?variant=13900614893620,,$14.50-$37.50,1.5-1.5,4-5,Full Sun; Morning Sun,Low
878,Grevillea 'Mt. Tamboritha',Grevillea lanigera 'Mt. Tamboritha',https://idiggreenacres.com/products/grevillea-mt-tamboritha?variant=30375201833012,,$23.50,2-2,4-6,Full Sun; Morning Sun,Low
879,Grevillea 'Noellii',,https://idiggreenacres.com/products/grevillea-noellii?variant=31466604560407,,$12.50-$32.50,4-5,5-8,Full Sun; Morning Sun,Low
880,Ground Morning Glory,Convolvulus mauritanicus,https://idiggreenacres.com/products/ground-morning-glory?variant=31511087054871,,$10.50,1-2,3-3,Full Sun; Morning Sun,Low
881,Heath 'Kramer's Rote',Erica x darleyensis 'Kramer's Rote',https://idiggreenacres.com/products/heath-kramers-rote?variant=37505142096041,,$12.50,2-4,1-2,Full Sun,Moderate
882,Heath 'Mediterranean Pink',Erica x darleyensis 'Mediterranean Pink',https://idiggreenacres.com/products/heath-mediterranean-pink?variant=37505223950505,,$12.50,1-1,3-3,Full Sun,Moderate
883,Heath 'Mediterranean White',Erica x darleyensis 'Mediterranean White',https://idiggreenacres.com/products/heath-mediterranean-white?variant=37505274478761,,$12.50,1.17-1.5,2-3,Full Sun,Moderate
884,Heavenly Bamboo,Nandina domestica,https://idiggreenacres.com/products/heavenly-bamboo?variant=13867283611700,,$10.50-$29.50,6-8,3-4,Full Sun; Morning Sun,Low
885,Heavenly Bamboo 'Compacta',Nandina domestica 'Compacta',https://idiggreenacres.com/products/heavenly-bamboo-compacta?variant=38648187945129,,$26.50-$29.50,4-5,3-3,Full Sun; Morning Sun,Low
886,Heavenly Bamboo,Nandina domestica 'Lemon Lime',https://idiggreenacres.com/products/heavenly-bamboo-flirt-sunset?variant=30931728105495,,$24.50,1-2,1-2,Full Sun; Morning Sun,Low
